rooms,baths,area,lat,lng,amenity_count,has_swimming_pool,has_gym_or_health_club,has_covered_parking,has_lawn_or_garden,has_security_staff,has_balcony_or_terrace,has_jacuzzi,has_sauna,has_cctv_security,price_per_sqm,rooms_x_baths,area_per_room,amenity_density,total_amenities,city_en_enc,neighbourhood_en_enc,province_en_enc,furnishingStatus_furnished,furnishingStatus_unfurnished,furnishingStatus_unknown,completionStatus_completed,completionStatus_under-construction,property_type_en_Apartments,property_type_en_Cabins,property_type_en_Chalets,property_type_en_Duplexes,property_type_en_Hotel Apartments,property_type_en_Lands,property_type_en_Other Residential,property_type_en_Penthouses,property_type_en_Roofs,property_type_en_Rooms,property_type_en_Townhouses,property_type_en_Twin Houses,property_type_en_Villas,property_type_en_iVillas
4,3,200.0,30.09177585,31.6426486,38,0,1,0,1,1,1,1,1,1,47930.0,12,50.0,19.0,7,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,120.0,30.095655324801,31.634948228684,8,1,0,0,0,1,1,0,0,1,55091.666666666664,4,60.0,6.666666666666667,4,15.82707481102028,15.704245637578751,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,220.0,30.99104,30.0537,3,0,0,0,0,0,0,0,0,0,30000.0,9,73.33333333333333,1.3636363636363635,0,16.02378508137718,15.585265227956793,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,27.0,30.006447,31.0985889,21,1,1,0,1,1,1,1,1,1,77037.03703703704,0,60.0,77.77777777777777,8,16.10616420501588,14.753009491737494,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,120.0,29.951709071432,31.572522435582,7,0,0,1,1,1,0,0,0,0,75000.0,4,60.0,5.833333333333334,3,16.282847171369255,16.200596964551092,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,125.0,30.01321,31.48737,26,1,1,1,0,1,1,1,1,0,64000.0,4,62.5,20.8,7,16.282847171369255,16.173530452453797,16.066802461833923,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,200.0,30.073028969307,30.965373520242,23,1,1,1,1,1,1,1,1,1,26000.0,12,66.66666666666667,11.5,9,16.02378508137718,17.310868988875562,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,285.0,30.0920272,31.4838462,11,0,0,1,0,1,1,0,0,0,66666.66666666667,16,71.25,3.8596491228070176,3,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,5,140.0,29.39286,32.5399151,20,1,0,1,1,1,1,0,0,1,107142.85714285714,20,35.0,14.285714285714286,6,15.747032114495013,16.15731646026544,15.747032114495013,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,3,350.0,30.0552644,30.9754612,0,0,0,0,0,0,0,0,0,0,9142.857142857143,12,87.5,0.0,0,16.02378508137718,14.978661680269907,16.01134442508541,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3,3,150.0,30.09177585,31.6426486,44,1,1,0,1,1,1,1,1,1,60000.0,9,50.0,29.333333333333332,8,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,245.0,30.04842577295,31.501481164322,0,0,0,0,0,0,0,0,0,0,64927.755102040814,12,81.66666666666667,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,3,650.0,30.0758544,31.4716547,26,1,1,1,1,1,1,1,1,0,64615.38461538462,12,162.5,4.0,8,16.282847171369255,16.489659276356317,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,65.0,29.980065,31.4229475,4,0,0,0,0,0,0,0,0,0,23076.923076923078,2,32.5,6.153846153846153,0,16.282847171369255,15.79591728085829,16.066802461833923,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,145.0,30.04019814144,31.539969035582,5,1,1,1,1,0,0,0,0,0,98448.27586206897,4,72.5,3.4482758620689657,4,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,193.0,29.9842656,31.540594,24,1,1,1,0,1,1,1,1,0,69948.1865284974,9,64.33333333333333,12.435233160621761,7,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,85.0,30.996363,28.6804318,10,1,0,1,1,0,0,0,0,0,84705.88235294117,4,42.5,11.764705882352942,3,16.345788916607955,16.785925074816024,16.345788916607955,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,5,386.0,30.0600801,31.5985531,10,0,0,1,0,1,1,0,0,0,54404.145077720204,25,77.2,2.5906735751295336,3,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,192.0,29.9978985,31.63101061,8,0,1,0,1,0,0,1,0,0,33854.166666666664,9,64.0,4.166666666666667,3,15.616501940217244,15.607270193858982,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,200.0,30.10226,31.37633,7,0,0,1,0,0,0,0,0,0,60000.0,6,66.66666666666667,3.5,1,15.803385043104912,16.112782623645305,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,96.0,29.672309,32.357249,50,1,1,1,1,1,1,1,1,1,36458.333333333336,6,32.0,52.083333333333336,9,15.747032114495013,16.213405921671733,15.747032114495013,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,146.0,30.001297636918,31.784604233077,0,0,0,0,0,0,0,0,0,0,31356.164383561645,6,48.666666666666664,0.0,0,15.616501940217244,15.384361031701085,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,225.0,29.99352595,31.5196573,0,0,0,0,0,0,0,0,0,0,35111.11111111111,12,56.25,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,138.0,30.090647810305,31.377698496569,0,0,0,0,0,0,0,0,0,0,50434.782608695656,4,69.0,0.0,0,15.803385043104912,15.803385043104912,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,103.0,29.95185,31.31256,16,0,0,0,0,1,1,0,0,1,28247.572815533982,2,51.5,15.533980582524272,3,15.230349646082692,15.133793976061913,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,5,536.0,29.9844638,30.8817192,12,1,1,1,1,1,1,0,0,0,25186.567164179105,25,107.2,2.2388059701492535,6,16.10616420501588,15.56224706466147,16.01134442508541,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,175.0,31.0814176,28.0817098,7,0,0,0,0,1,1,0,0,0,82857.14285714286,9,58.333333333333336,4.0,2,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,4,234.0,29.9842656,31.540594,19,1,0,1,1,1,1,1,0,1,111111.11111111111,12,78.0,8.119658119658121,7,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,3,215.0,30.0351558,30.9440256,10,0,0,0,1,1,1,0,0,1,37209.3023255814,12,53.75,4.651162790697675,4,16.02378508137718,15.027451829558391,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,220.0,29.9884249,31.4208019,5,0,0,0,0,0,1,0,0,0,34090.90909090909,9,73.33333333333333,2.2727272727272725,1,16.282847171369255,15.79591728085829,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,113.0,30.163528044741,31.677762679717,10,0,0,1,0,1,1,0,0,1,31283.185840707964,2,56.5,8.849557522123895,4,16.300417291085605,16.066802461833923,16.066802461833923,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,450.0,30.917731,30.0636166,9,0,0,1,1,1,0,0,0,0,50000.0,9,150.0,2.0,3,16.02378508137718,17.622173069956816,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,5,255.0,29.976979,31.7797175,33,1,1,1,1,1,0,1,1,1,39215.686274509804,20,63.75,12.941176470588236,8,15.616501940217244,15.384361031701085,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,91.0,30.06603,31.48561,0,0,0,0,0,0,0,0,0,0,53296.703296703294,1,91.0,0.0,0,16.282847171369255,15.86963441986494,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,128.0,29.95833430058,31.758356812362,33,1,1,1,1,1,0,1,1,1,27752.5,4,64.0,25.78125,8,15.616501940217244,15.297238039382105,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,200.0,30.0648376,30.94684,9,1,1,1,1,1,1,1,1,0,30000.0,16,50.0,4.5,8,16.02378508137718,15.803385043104912,16.01134442508541,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,200.0,30.0726483,30.9654218,13,0,1,1,1,1,1,0,0,0,64500.0,9,66.66666666666667,6.5,5,16.02378508137718,16.300417291085605,16.01134442508541,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,170.0,29.989265,31.0075456,12,1,1,0,0,1,1,0,0,1,88235.29411764706,9,56.666666666666664,7.0588235294117645,5,16.10616420501588,15.984548045826063,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,175.0,29.963261324748,31.771264172865,21,1,0,0,1,1,0,1,1,1,29347.497142857144,9,58.333333333333336,12.0,6,15.616501940217244,15.384361031701085,16.066802461833923,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,2,116.0,29.39286,32.5399151,33,1,1,1,1,1,1,1,0,1,61206.89655172414,6,38.666666666666664,28.448275862068968,8,15.747032114495013,16.15731646026544,15.747032114495013,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,128.0,29.952544445333,30.953627157671,17,1,1,1,1,1,1,1,1,1,39642.5,4,64.0,13.28125,9,16.10616420501588,15.439687515057168,16.01134442508541,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,150.0,30.0141854,31.0769017,13,0,0,1,0,0,0,0,0,0,58500.0,4,75.0,8.666666666666666,1,16.10616420501588,16.20423135360026,16.01134442508541,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,162.0,30.0713212,31.5772612,42,1,1,1,1,1,1,1,1,1,48148.148148148146,6,54.0,25.925925925925924,9,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,5,460.0,30.0074176,31.4887433,25,1,1,1,1,1,0,1,1,1,58695.65217391304,25,92.0,5.434782608695652,8,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,101.0,29.939662391024,31.564651421584,20,1,1,1,1,0,0,1,1,0,39603.960396039605,4,50.5,19.801980198019802,6,16.282847171369255,16.200596964551092,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,139.0,30.09177585,31.6426486,28,1,1,1,1,1,0,1,1,1,46762.589928057554,6,46.333333333333336,20.143884892086334,8,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,65.0,30.096464,31.6670565,9,1,1,0,0,1,1,0,0,0,53000.0,0,60.0,13.846153846153845,4,15.93111255107345,16.118095750958314,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,628.0,30.14421,31.63972,4,0,0,0,0,0,0,0,0,0,50955.41401273885,12,157.0,0.6369426751592356,0,16.088423555642784,17.24897723248688,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,212.0,30.01321,31.48737,8,0,1,0,1,0,1,0,0,0,45990.56603773585,16,53.0,3.773584905660377,3,16.282847171369255,16.173530452453797,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,3,108.0,31.0789366,28.1843221,7,0,0,0,0,1,0,0,0,1,93981.48148148147,6,54.0,6.481481481481481,2,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,240.0,30.14421,31.63972,37,0,1,1,1,1,1,0,0,1,19562.5,9,80.0,15.416666666666668,6,16.088423555642784,15.35237799261728,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,140.0,30.0753933,31.6265648,16,1,1,1,0,1,0,0,0,1,44000.0,9,46.666666666666664,11.428571428571429,5,15.82707481102028,16.221521518404195,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,136.0,30.9628937,28.7565892,12,1,1,1,0,1,1,1,0,0,143382.35294117648,4,68.0,8.823529411764705,6,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,125.0,30.14421,31.63972,29,0,0,1,0,1,1,0,0,1,21200.0,3,41.666666666666664,23.2,4,16.088423555642784,15.35237799261728,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,59.0,30.0941611,31.7041108,11,0,1,0,1,0,1,0,0,0,46610.16949152543,0,60.0,18.64406779661017,3,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5,330.0,30.9628937,28.7565892,32,1,1,1,1,0,0,1,1,0,151515.15151515152,20,82.5,9.696969696969697,6,16.345788916607955,16.785925074816024,16.345788916607955,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,289.0,30.0102788,31.5379067,16,0,1,1,0,1,1,0,0,1,124134.94809688581,16,72.25,5.536332179930795,5,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,220.0,29.980463,31.3854644,6,0,0,1,0,0,0,0,0,0,53550.0,16,55.0,2.727272727272727,1,16.087842710858826,16.185754392890075,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,2,151.0,30.113711177364,31.667492635582,24,1,1,1,1,1,0,0,0,0,45079.470198675495,6,50.333333333333336,15.894039735099337,5,16.088423555642784,15.71038754402484,16.066802461833923,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,195.0,29.96838486,31.78096352,45,1,1,1,1,1,1,1,1,1,30769.23076923077,9,65.0,23.076923076923077,9,15.616501940217244,15.47387486262937,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,120.0,30.118908615659,31.652102804902,7,0,0,1,1,1,0,0,0,0,59166.666666666664,4,60.0,5.833333333333334,3,16.088423555642784,15.899927389451875,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,230.0,31.21536,29.94034,0,0,0,0,0,0,0,0,0,0,28260.869565217392,9,76.66666666666667,0.0,0,15.830413711839864,15.754226482185867,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5,400.0,30.0029471,31.595582,12,0,0,1,1,1,0,0,0,1,61250.0,20,100.0,3.0,4,15.616501940217244,16.956410275190038,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,118.0,31.0789366,28.1843221,7,0,0,0,0,1,0,0,0,1,98559.32203389831,6,39.333333333333336,5.932203389830509,2,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,81.0,30.06805,31.406379,22,0,1,1,0,1,1,0,0,1,44444.444444444445,0,60.0,27.160493827160494,5,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,90.0,30.834438,28.963224,34,1,1,1,1,1,1,1,1,1,72222.22222222222,4,45.0,37.77777777777778,9,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,255.0,30.07349031,31.60085522,0,0,0,0,0,0,0,0,0,0,58823.529411764706,12,85.0,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,108.0,30.06229462,30.91045572,24,0,0,1,1,1,1,0,0,1,37037.03703703704,2,54.0,22.22222222222222,5,16.02378508137718,15.332987272471732,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,140.0,31.2155235,29.9420061,3,0,0,0,0,0,0,0,0,0,56150.0,6,46.666666666666664,2.142857142857143,0,15.830413711839864,15.805301014415544,15.851522672265068,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,155.0,31.0228412,28.5255196,5,0,0,0,0,0,1,0,0,0,44516.12903225807,6,51.666666666666664,3.225806451612903,1,16.345788916607955,15.956959012430428,16.345788916607955,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,3,165.0,30.0669117,31.3375553,13,1,1,1,0,1,1,0,0,0,31515.151515151516,9,55.0,7.878787878787879,5,15.82707481102028,15.687312888712007,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,225.0,31.22077,29.93721,3,0,0,0,0,0,0,0,0,0,23111.11111111111,6,75.0,1.3333333333333333,0,15.46416937585933,15.46416937585933,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,130.0,26.8608814,33.944639,1,0,0,0,0,0,0,0,0,0,86153.84615384616,6,65.0,0.7692307692307692,0,16.3394119477972,16.189539487919134,16.233206958474412,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,4,286.0,30.166137,31.6680496,0,0,0,0,0,0,0,0,0,0,55594.405594405594,16,71.5,0.0,0,16.300417291085605,16.486367704879513,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,3,315.0,30.0102788,31.5379067,5,0,1,1,1,0,0,0,0,0,111111.11111111111,12,78.75,1.5873015873015874,3,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,150.0,31.0081696,28.608729,19,0,0,1,0,1,0,0,0,1,93333.33333333333,6,50.0,12.666666666666666,3,16.345788916607955,16.785925074816024,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,220.0,30.166137,31.6680496,7,0,0,0,1,1,1,0,0,0,177272.72727272726,12,73.33333333333333,3.1818181818181817,3,16.300417291085605,16.486367704879513,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,4,357.0,30.9447479,28.7978345,41,1,1,1,1,1,1,1,1,1,84033.61344537816,16,89.25,11.484593837535014,9,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,245.0,30.0091875,31.5108125,13,1,1,1,1,1,1,0,1,0,59693.87755102041,16,61.25,5.3061224489795915,7,16.282847171369255,16.489659276356317,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,98.0,29.972452115727,31.32859791534,4,0,0,0,0,0,0,0,0,0,30612.244897959183,2,49.0,4.081632653061225,0,15.230349646082692,14.914123179965662,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,230.0,30.0671696,31.4693123,4,0,0,0,0,0,0,0,0,0,28695.652173913044,6,76.66666666666667,1.7391304347826089,0,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,154.0,29.9437103,31.7072124,0,0,0,0,0,0,0,0,0,0,28246.753246753247,6,51.333333333333336,0.0,0,15.616501940217244,15.285686632949897,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,155.0,29.98644,31.16651,5,0,0,1,0,0,0,0,0,0,15161.290322580646,9,51.666666666666664,3.225806451612903,1,14.88022163978423,14.751604309291395,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,65.0,31.0665111,28.344066,25,1,1,1,1,1,1,1,0,1,86153.84615384616,1,65.0,38.46153846153846,8,16.345788916607955,15.572773764067886,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,103.0,31.0789366,28.1843221,6,0,0,1,0,0,0,0,0,0,58252.42718446602,4,51.5,5.825242718446602,1,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,210.0,30.09177585,31.6426486,24,0,0,0,0,1,1,0,0,1,57142.857142857145,9,70.0,11.428571428571429,3,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,176.0,30.0662855,31.4744728,20,1,1,1,1,0,1,0,1,0,119318.18181818182,9,58.666666666666664,11.363636363636363,6,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,138.0,30.090647810305,31.377698496569,0,0,0,0,0,0,0,0,0,0,50724.637681159424,6,69.0,0.0,0,15.803385043104912,15.803385043104912,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,300.0,29.9842656,31.540594,0,0,0,0,0,0,0,0,0,0,55000.0,16,75.0,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,2,120.0,30.9803864,28.7146239,32,1,1,1,1,1,1,0,0,1,42500.0,6,40.0,26.666666666666668,7,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,5,409.0,30.996363,28.6804318,20,0,1,1,1,1,1,0,0,1,34229.828850855745,25,81.8,4.88997555012225,6,16.345788916607955,16.785925074816024,16.345788916607955,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3,280.0,31.23222,29.94942,4,0,0,0,0,0,0,0,0,0,50892.857142857145,12,70.0,1.4285714285714286,0,15.894952224644102,15.894952224644102,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,115.0,31.0952654,27.9249993,37,1,1,1,1,1,1,1,1,1,86956.52173913043,4,57.5,32.173913043478265,9,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,2,115.0,29.96511984,31.54484867,0,0,0,0,0,0,0,0,0,0,57391.30434782609,4,57.5,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,168.0,31.082957585789,28.032116949628,12,0,1,0,0,1,1,1,1,0,65476.19047619047,6,56.0,7.142857142857143,5,16.345788916607955,16.264790116464905,16.345788916607955,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,3,175.0,30.09177585,31.6426486,28,0,0,1,0,1,1,0,0,1,64000.0,9,58.333333333333336,16.0,4,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,212.0,30.01321,31.48737,18,1,1,1,1,0,0,1,1,0,50000.0,16,53.0,8.49056603773585,6,16.282847171369255,16.173530452453797,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,77.0,29.9633661,31.0009178,19,1,1,0,1,1,1,1,1,0,90909.09090909091,1,77.0,24.675324675324674,7,16.10616420501588,15.988839917212927,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,244.0,29.9842656,31.540594,12,0,1,1,1,0,1,0,0,0,68995.90163934426,12,81.33333333333333,4.918032786885246,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3,209.0,30.0050838,30.9290455,33,1,1,1,1,1,1,1,1,0,46507.17703349282,12,52.25,15.789473684210527,8,16.10616420501588,15.930560647738732,16.01134442508541,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,213.0,29.98517849,31.04999818,20,1,1,1,1,0,0,1,1,0,126760.56338028169,16,53.25,9.389671361502348,6,16.10616420501588,16.70097038315765,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,3,129.0,30.166137,31.6680496,4,0,0,0,0,0,0,0,0,0,73963.30232558139,6,64.5,3.1007751937984493,0,16.300417291085605,16.486367704879513,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,205.0,30.0050838,30.9290455,13,1,1,1,0,1,1,0,0,1,40975.60975609756,9,68.33333333333333,6.341463414634147,6,16.10616420501588,15.930560647738732,16.01134442508541,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,2,150.0,30.025231853058,31.477361069955,0,0,0,0,0,0,0,0,0,0,41333.333333333336,6,50.0,0.0,0,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,233.0,30.09177585,31.6426486,6,0,0,1,0,1,1,0,0,1,79399.14163090129,9,77.66666666666667,2.575107296137339,4,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,362.0,30.9447479,28.7978345,0,0,0,0,0,0,0,0,0,0,44198.89502762431,16,90.5,0.0,0,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,141.0,31.090860594552,28.137294790757,8,0,0,0,0,1,1,0,0,0,110815.60283687944,12,47.0,5.673758865248227,2,16.345788916607955,16.564382817586736,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,145.0,30.07349031,31.60085522,17,1,1,1,1,0,0,1,1,0,55172.41379310345,9,48.333333333333336,11.724137931034484,6,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
