rooms,baths,area,lat,lng,amenity_count,has_swimming_pool,has_gym_or_health_club,has_covered_parking,has_lawn_or_garden,has_security_staff,has_balcony_or_terrace,has_jacuzzi,has_sauna,has_cctv_security,price_per_sqm,rooms_x_baths,area_per_room,amenity_density,total_amenities,city_en_enc,neighbourhood_en_enc,province_en_enc,furnishingStatus_furnished,furnishingStatus_unfurnished,furnishingStatus_unknown,completionStatus_completed,completionStatus_under-construction,property_type_en_Apartments,property_type_en_Cabins,property_type_en_Chalets,property_type_en_Duplexes,property_type_en_Hotel Apartments,property_type_en_Lands,property_type_en_Other Residential,property_type_en_Penthouses,property_type_en_Roofs,property_type_en_Rooms,property_type_en_Townhouses,property_type_en_Twin Houses,property_type_en_Villas,property_type_en_iVillas
4,4,220.0,29.96511984,31.54484867,25,1,1,1,1,1,1,1,1,1,68181.81818181818,16,55.0,11.363636363636363,9,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3,260.0,30.0941611,31.7041108,8,0,1,0,1,0,1,0,0,0,55769.230769230766,12,65.0,3.0769230769230766,3,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,94.0,31.3543445,27.2373159,49,1,1,1,1,1,1,1,1,1,61202.12765957447,4,47.0,52.12765957446809,9,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,155.0,30.032755,31.4620516,5,0,0,0,0,0,0,0,0,0,35483.87096774193,6,51.666666666666664,3.225806451612903,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,200.0,29.9875186,31.5555302,19,1,1,1,1,0,0,1,1,0,82000.0,9,66.66666666666667,9.5,6,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,150.0,29.9875186,31.5555302,17,1,1,1,1,0,0,0,1,0,66666.66666666667,6,50.0,11.333333333333334,5,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,235.0,30.07349031,31.60085522,5,0,0,1,1,0,0,0,0,0,51063.82978723404,12,78.33333333333333,2.127659574468085,2,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,93.0,30.9628937,28.7565892,11,0,0,0,0,1,1,0,0,0,166666.66666666666,1,93.0,11.827956989247312,2,16.345788916607955,16.785925074816024,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,217.0,29.7666672,31.0988357,6,0,0,1,0,1,0,0,0,1,49308.755760368666,12,54.25,2.7649769585253456,3,16.101268496405105,16.101268496405105,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,257.0,30.124566003758,30.854185072353,28,1,1,0,1,1,1,1,1,1,114007.78210116732,16,64.25,10.894941634241246,8,16.02378508137718,16.290821674263068,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2,95.0,27.855874427197,31.246581787806,23,1,1,1,1,0,0,1,1,0,136842.1052631579,2,95.0,24.210526315789476,6,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,165.0,30.04842577295,31.501481164322,13,0,1,1,1,0,0,0,0,0,63636.36363636364,9,55.0,7.878787878787879,3,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,115.0,31.0952654,27.9249993,22,1,1,1,1,0,0,1,1,0,91304.34782608696,4,57.5,19.1304347826087,6,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,40.0,30.02203,31.30139,0,0,0,0,0,0,0,0,0,0,74000.0,1,40.0,0.0,0,15.830413711839864,15.830413711839864,16.066802461833923,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,59.0,30.09177585,31.6426486,7,0,0,0,0,1,0,0,0,1,61016.94915254237,0,60.0,11.864406779661017,2,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,175.0,30.0395901,31.6985965,14,0,1,1,1,0,1,0,0,0,32000.0,6,58.333333333333336,8.0,4,15.616501940217244,15.458189997639176,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,128.0,30.025056,31.5948035,8,0,1,1,0,1,1,0,0,0,74218.75,6,64.0,6.25,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,96.0,30.8583492,28.9042079,13,1,1,1,1,1,1,0,0,0,52656.25,1,96.0,13.541666666666668,6,16.345788916607955,15.76142084987672,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,250.0,30.0696585,31.5454876,6,0,0,0,0,1,0,0,0,1,16000.0,12,62.5,2.4,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,145.0,31.07192223,28.22889797,12,0,0,0,0,0,0,0,0,0,84482.75862068965,9,48.333333333333336,8.275862068965518,0,16.345788916607955,16.491037636231447,16.345788916607955,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,4,300.0,30.9447479,28.7978345,8,1,1,1,1,1,0,0,0,0,52000.0,16,75.0,2.6666666666666665,5,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,240.0,30.07349031,31.60085522,21,1,1,1,0,1,1,0,0,1,47500.0,9,80.0,8.75,6,16.282847171369255,16.29204904211537,16.066802461833923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,78.0,30.09177585,31.6426486,19,0,1,0,0,1,0,0,0,1,60256.41025641026,2,39.0,24.358974358974358,3,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,320.0,26.8641416,33.9648764,13,0,0,0,1,0,0,0,0,0,56250.0,12,106.66666666666667,4.0625,1,16.3394119477972,16.57664092072968,16.233206958474412,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,4,196.0,30.0648376,30.94684,15,1,1,1,1,1,1,1,1,1,30612.244897959183,16,49.0,7.653061224489796,9,16.02378508137718,15.803385043104912,16.01134442508541,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,220.0,30.06603,31.48561,0,0,0,0,0,0,0,0,0,0,81818.18181818182,9,73.33333333333333,0.0,0,16.282847171369255,15.86963441986494,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,102.0,31.085864,28.047712,7,0,0,1,0,1,1,0,0,0,87254.90196078431,4,51.0,6.862745098039215,3,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,70.0,29.4960634,32.4238179,0,0,0,0,0,0,0,0,0,0,79382.14285714286,1,70.0,0.0,0,15.747032114495013,15.816990693309524,15.747032114495013,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,3,340.0,30.09177585,31.6426486,7,0,0,1,1,1,0,0,0,0,117647.05882352941,12,85.0,2.058823529411765,3,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,167.0,30.0919966,31.3722117,44,1,1,1,1,1,1,1,1,1,26347.305389221558,9,55.666666666666664,26.347305389221557,9,15.616501940217244,15.511084268579019,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,140.0,30.86460964,28.93906663,36,1,1,1,1,1,1,0,0,1,58500.0,4,70.0,25.714285714285715,7,16.345788916607955,15.76142084987672,16.345788916607955,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2,160.0,31.43093,31.7656,3,0,0,0,0,0,0,0,0,0,35000.0,6,53.333333333333336,1.875,0,15.286724002151303,15.286724002151303,15.271797524004405,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,400.0,30.03145,31.34338,0,0,0,0,0,0,0,0,0,0,18125.0,12,133.33333333333334,0.0,0,15.501738199611221,15.519597237722468,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,180.0,30.07349031,31.60085522,22,1,1,1,1,0,0,1,1,0,36111.11111111111,9,60.0,12.222222222222221,6,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,91.0,31.0700323,28.1370696,24,1,1,1,1,1,1,0,0,1,74230.76923076923,4,45.5,26.373626373626372,7,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,200.0,30.0696585,31.5454876,0,0,0,0,0,0,0,0,0,0,27000.0,9,66.66666666666667,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,143.0,29.9779855,31.7467774,12,1,1,1,1,1,0,0,0,0,44755.244755244756,9,47.666666666666664,8.391608391608392,5,15.616501940217244,15.671808704579888,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,186.0,29.9842656,31.540594,8,1,0,1,0,1,1,0,0,0,53118.279569892475,9,62.0,4.301075268817204,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1,140.0,30.06589,31.26862,1,0,0,0,0,0,0,0,0,0,32857.142857142855,3,46.666666666666664,0.7142857142857143,0,15.482683285964278,15.482683285964278,16.066802461833923,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,73.0,27.190257987561,33.832574160104,42,1,1,1,1,1,1,1,1,1,76712.32876712328,1,73.0,57.534246575342465,9,15.201805169084134,15.53827733427679,16.233206958474412,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,149.0,30.07582038,31.51507649,8,0,0,1,0,1,0,0,0,1,16510.06711409396,4,74.5,5.369127516778524,3,16.282847171369255,16.489659276356317,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3,3,170.0,30.0050838,30.9290455,3,0,0,0,0,0,0,0,0,0,83296.14705882352,9,56.666666666666664,1.7647058823529411,0,16.10616420501588,15.930560647738732,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,135.0,30.0600801,31.5985531,23,0,0,0,0,1,1,0,0,1,87859.25925925926,6,67.5,17.037037037037035,3,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,333.0,30.06603,31.48561,20,1,0,0,1,1,1,0,0,0,165165.16516516518,12,83.25,6.006006006006006,4,16.282847171369255,15.86963441986494,16.066802461833923,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,150.0,30.01321,31.48737,22,1,1,1,1,0,1,0,0,0,125333.33333333333,6,50.0,14.666666666666666,5,16.282847171369255,16.173530452453797,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,127.0,31.1903125,27.5931875,22,1,1,1,1,0,0,1,1,0,137007.87401574804,4,63.5,17.322834645669293,6,16.345788916607955,16.87484358496413,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,4,401.0,29.8561331,30.9018623,11,0,1,1,0,1,1,0,0,1,52556.10972568578,20,80.2,2.743142144638404,5,16.10616420501588,16.19413042991272,16.01134442508541,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,134.0,30.0395901,31.6985965,23,0,1,1,1,1,1,1,0,1,53940.298507462685,9,44.666666666666664,17.16417910447761,7,15.616501940217244,15.458189997639176,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,210.0,30.0111753,31.5161206,38,1,1,1,1,1,0,1,1,0,80952.38095238095,9,70.0,18.095238095238095,7,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,120.0,29.9633661,31.0009178,46,1,1,1,1,1,1,1,1,1,90816.66666666667,4,60.0,38.333333333333336,9,16.10616420501588,15.988839917212927,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,80.0,29.9633661,31.0009178,0,0,0,0,0,0,0,0,0,0,99675.0,1,80.0,0.0,0,16.10616420501588,15.988839917212927,16.01134442508541,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,150.0,31.2155235,29.9420061,0,0,0,0,0,0,0,0,0,0,40666.666666666664,6,50.0,0.0,0,15.830413711839864,15.805301014415544,15.851522672265068,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,180.0,27.4148421,33.6754852,0,0,0,0,0,0,0,0,0,0,50000.0,9,60.0,0.0,0,16.807478748496784,16.86951178681205,16.233206958474412,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,3,150.0,31.0930626,27.9293325,30,1,1,1,1,1,0,1,1,1,93656.74666666667,9,50.0,20.0,8,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,180.0,31.0952654,27.9249993,32,1,1,1,1,1,0,1,1,1,150000.0,9,60.0,17.77777777777778,8,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,3,266.0,31.17310014,29.9287022,0,0,0,0,0,0,0,0,0,0,54135.338345864664,9,88.66666666666667,0.0,0,16.16000514993119,16.16000514993119,15.851522672265068,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,170.0,30.9447479,28.7978345,15,1,1,1,1,1,1,0,0,0,78382.35294117648,9,56.666666666666664,8.823529411764707,6,16.345788916607955,16.785925074816024,16.345788916607955,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,230.0,30.0546803,31.5114161,4,0,0,0,0,0,1,0,0,0,29565.217391304348,9,76.66666666666667,1.7391304347826089,1,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,75.0,29.9842656,31.540594,8,0,0,0,0,1,1,0,0,0,89978.66666666667,1,75.0,10.666666666666666,2,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,140.0,29.99352595,31.5196573,23,1,1,1,1,1,0,1,1,1,43571.42857142857,9,46.666666666666664,16.42857142857143,8,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,4,215.0,30.166137,31.6680496,0,0,0,0,0,0,0,0,0,0,55813.95348837209,24,35.833333333333336,0.0,0,16.300417291085605,16.486367704879513,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,150.0,31.0728268,28.3669755,8,0,0,0,0,1,1,0,0,0,42000.0,6,50.0,5.333333333333333,2,16.345788916607955,15.540504510245132,16.345788916607955,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,4,281.0,29.9885982,31.0445272,38,1,1,1,1,1,0,1,1,1,30249.110320284697,16,70.25,13.523131672597865,8,16.10616420501588,16.39933015491581,16.01134442508541,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5,5,340.0,30.166137,31.6680496,32,1,1,1,1,1,1,1,1,1,79411.76470588235,25,68.0,9.411764705882353,9,16.300417291085605,16.486367704879513,16.066802461833923,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,100.0,29.4442029,32.4830398,17,1,1,1,0,1,1,0,0,1,16000.0,4,50.0,17.0,6,15.747032114495013,14.269640473133164,15.747032114495013,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,83.0,29.9842656,31.540594,27,1,1,1,1,1,1,1,1,1,78313.2530120482,1,83.0,32.53012048192771,9,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5,5,420.0,30.0029471,31.595582,12,0,0,1,1,1,0,0,0,1,63095.23809523809,25,84.0,2.857142857142857,4,15.616501940217244,16.956410275190038,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,178.0,30.096464,31.6670565,14,0,0,1,0,1,1,0,0,1,67415.73033707865,9,59.333333333333336,7.865168539325842,4,15.93111255107345,16.118095750958314,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,88.0,31.0665111,28.344066,26,1,1,1,1,1,0,1,1,1,85227.27272727272,4,44.0,29.545454545454547,8,16.345788916607955,15.572773764067886,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,175.0,30.0268356,31.493173,0,0,0,0,0,0,0,0,0,0,40000.0,9,58.333333333333336,0.0,0,16.282847171369255,16.29204904211537,16.066802461833923,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,165.0,30.09177585,31.6426486,4,0,0,0,1,1,1,0,0,0,69696.9696969697,9,55.0,2.4242424242424243,3,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3,203.0,29.9395256,31.0937452,8,0,0,1,1,1,0,0,0,1,23645.320197044333,12,50.75,3.9408866995073897,4,15.279199431073042,15.38412668421143,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,125.0,29.4960634,32.4238179,0,0,0,0,0,0,0,0,0,0,70875.0,4,62.5,0.0,0,15.747032114495013,15.816990693309524,15.747032114495013,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,6,850.0,29.9707309,31.0369528,19,1,1,1,1,1,0,1,0,0,29411.764705882353,48,106.25,2.235294117647059,6,16.10616420501588,15.76142084987672,16.01134442508541,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,153.0,31.1775597,27.618041,7,1,1,1,1,0,0,0,0,0,78431.37254901961,6,51.0,4.57516339869281,4,16.345788916607955,16.642021803226616,16.345788916607955,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,70.0,30.0281687,31.0010791,0,0,0,0,0,0,0,0,0,0,32857.142857142855,2,35.0,0.0,0,16.02378508137718,15.729831498600078,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,138.0,29.939662391024,31.564651421584,14,0,0,1,1,1,0,0,0,1,41304.34782608696,9,46.0,10.144927536231885,4,16.282847171369255,16.200596964551092,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,205.0,30.0941611,31.7041108,32,1,1,1,1,1,1,1,1,1,63414.634146341465,16,51.25,15.609756097560977,9,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5,311.0,30.0526673,31.4886812,10,1,1,0,1,1,1,0,0,1,61093.247588424434,15,103.66666666666667,3.2154340836012865,6,16.282847171369255,16.489659276356317,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,3,228.0,30.0029471,31.595582,14,1,1,1,1,0,0,1,1,0,96491.22807017544,12,57.0,6.140350877192983,6,15.616501940217244,16.956410275190038,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5,5,400.0,31.0842803,28.1066088,16,1,1,1,1,0,0,0,1,0,90000.0,25,80.0,4.0,5,16.345788916607955,16.264790116464905,16.345788916607955,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,2,200.0,29.976979,31.7797175,18,1,1,1,1,0,0,1,1,0,28000.0,6,66.66666666666667,9.0,6,15.616501940217244,15.384361031701085,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,135.0,29.96511984,31.54484867,8,1,1,0,1,1,1,1,0,0,46318.51851851852,9,45.0,5.925925925925926,6,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,4,287.0,30.0029471,31.595582,2,0,0,0,0,0,1,0,0,1,129916.37630662021,20,57.4,0.6968641114982578,2,15.616501940217244,16.956410275190038,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,111.0,30.0815405,31.3475658,10,0,0,1,0,1,1,0,0,1,31288.288288288288,2,55.5,9.009009009009008,4,15.616501940217244,15.326232718209745,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,231.0,30.8365625,28.9590625,18,0,0,1,0,0,0,0,0,0,42857.142857142855,9,77.0,7.792207792207792,1,16.345788916607955,15.76142084987672,16.345788916607955,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,5,206.0,30.0941611,31.7041108,5,0,0,1,0,0,0,0,0,0,70388.3495145631,20,51.5,2.4271844660194173,1,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,125.0,30.118908615659,31.652102804902,0,0,0,0,0,0,0,0,0,0,64000.0,4,62.5,0.0,0,16.088423555642784,15.899927389451875,16.066802461833923,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1,116.0,30.078762187131,31.473255,19,1,1,1,1,1,1,0,0,1,50431.03448275862,2,58.0,16.379310344827587,7,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,140.0,30.0753933,31.6265648,12,1,0,1,0,1,1,0,0,1,60110.921428571426,9,46.666666666666664,8.571428571428571,5,15.82707481102028,16.221521518404195,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,125.0,30.068527462055,31.64004459621,17,1,1,0,0,0,0,1,1,0,76008.0,6,62.5,13.6,4,15.82707481102028,16.06690771944096,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,228.0,30.0029471,31.595582,25,1,1,0,1,1,1,1,1,1,101973.68421052632,16,57.0,10.964912280701755,8,15.616501940217244,16.956410275190038,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,3,216.0,31.212957902821,29.9531708968,3,0,0,1,0,1,0,0,0,1,31898.14814814815,12,54.0,1.3888888888888888,3,15.830413711839864,15.787997749983788,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,145.0,30.04019814144,31.539969035582,14,0,0,1,0,1,1,0,0,1,63358.620689655174,4,72.5,9.655172413793103,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,164.0,30.0445728,31.0243959,20,1,1,1,0,1,1,0,0,1,60689.0243902439,9,54.666666666666664,12.195121951219512,6,16.02378508137718,16.115740211329367,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,70.0,29.4442029,32.4830398,0,0,0,0,0,0,0,0,0,0,22142.85714285714,4,35.0,0.0,0,15.747032114495013,14.269640473133164,15.747032114495013,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,170.0,30.07349031,31.60085522,8,0,1,1,0,1,1,0,0,0,50000.0,9,56.666666666666664,4.705882352941177,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,5,350.0,31.17310014,29.9287022,1,0,0,0,0,0,0,0,0,0,82857.14285714286,35,50.0,0.2857142857142857,0,16.16000514993119,16.16000514993119,15.851522672265068,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,70.0,31.089549212598,28.160593150923,27,1,1,1,1,1,1,1,1,0,102857.14285714286,4,35.0,38.57142857142858,8,16.345788916607955,16.264790116464905,16.345788916607955,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,8,860.0,30.0205029,31.4713265,20,0,0,1,1,1,0,0,0,1,69767.44186046511,40,172.0,2.3255813953488373,4,16.282847171369255,16.29204904211537,16.066802461833923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,134.0,30.02201225,31.3100159,10,0,0,1,1,0,0,0,1,0,100746.26865671642,4,67.0,7.462686567164178,3,15.830413711839864,16.97569742890161,16.066802461833923,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,239.0,30.0941611,31.7041108,36,1,1,1,1,1,1,1,1,1,62761.50627615063,12,79.66666666666667,15.06276150627615,9,15.82707481102028,15.793051943818522,16.066802461833923,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,160.0,30.068527462055,31.64004459621,27,1,1,1,1,1,0,1,1,1,73668.75,9,53.333333333333336,16.875,8,15.82707481102028,16.06690771944096,16.066802461833923,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,230.0,30.005083,30.9699516,7,0,1,1,0,1,0,0,0,1,104347.82608695653,12,76.66666666666667,3.0434782608695654,4,16.02378508137718,16.993564429978885,16.01134442508541,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,299.0,29.98517849,31.04999818,31,1,1,1,1,1,1,1,1,1,66889.63210702341,16,74.75,10.367892976588628,9,16.10616420501588,16.70097038315765,16.01134442508541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,200.0,30.171762745248,31.556283861323,5,0,0,0,1,0,0,0,0,0,130000.0,9,66.66666666666667,2.5,1,15.82707481102028,17.043895425389287,16.066802461833923,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,223.0,31.202140243062,29.956226894568,6,0,0,0,0,0,1,0,0,0,44843.04932735426,9,74.33333333333333,2.690582959641256,1,15.830413711839864,16.118095750958314,15.851522672265068,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,108.0,30.09177585,31.6426486,15,0,0,0,0,1,0,0,0,1,64814.81481481482,6,36.0,13.888888888888888,2,15.93111255107345,15.88868261241667,16.066802461833923,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
